sentiment,long_comment
1,this package is taking too long to deliver...not happy
1,what the h@5$ is going on?  this was promised to be delivered on march 4 or 5!!!!  now it is more than 10 days later?????
1,"i have contacted house store 2 times. my address is not  correct!
incorrect: 31794 
correct: 31704
the street and zip are correct

proper address should look like this:

susan lambardo
31704 iroquois dr. 
warren, mi 48088"
1,"the page needs more colours to separate the categories of info, and headings that say: shipment status, and description of what the item is in the particular delivery. right now the only colours are black and orange, and besides looking like halloween info, it is not that easy to quickly find the info that the star ratings above refer to."
1,was notified delivery would be on 4 march.  today i was notified delivery would not occur.  no future delivery date was provided.
1,horrible. one week late. delivery date changed. no tracking notifications . even though we requested tracking notifications. our first notification was when the doorbell rang. wasnt notified that the delivery date was changed
1,the delivery was good. 3 of the 9 azaleas were in poor condition however
1,i don't receive my package to comment on my shipment delivery experience
0,my package was delivered as scheduled and undamaged.
0,like the tracking feature
1,it would have been nice to know what or about what time it was coming.. it is now 7:50 pm and still not delivered...
1,the box is torn and corners are bent. ihaven't opened yet to make sure it's not damaged as it is for another house. i will know more when we deliver it next week to that house.
1,"shipment to house store store is much too slow. once at the store, i have to wait until the item is logged in. only then do i receive an email from hd to pickup item. by that time, well over a week+ has passed for something as simple as a toilet paper holder. online ordering was only alternative as the item was available only online."
0,outstanding
1,"this has been the worse experience! because the gentleman who took my order didn't enter my email address correctly, i have had to continuously call and check on my order. first phone call was to see where my order confirmation was later that evening.  that's when i found out the email was entered wrong, but also told that they couldn't change the hard copy. so i've had to call almost everyday to see where my grill was.  the email address is most important when placing an online order. "
